EventID,Date,Promotion,Event,EventName,EventType,Location,CityTown,StateProvince,Country,MultiShowDay
197,2021-03-25,AEW,AEW Dark Elevation,AEW Dark: Elevation #4,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
198,2021-03-25,AEW,AEW Dark,AEW Dark #83,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
199,2021-04-07,AEW,AEW Dynamite,AEW Dynamite #79,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
200,2021-04-07,AEW,AEW Dark Elevation,AEW Dark: Elevation #5,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
201,2021-04-07,AEW,AEW Dark,AEW Dark #84,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
202,2021-04-08,AEW,AEW Dynamite,AEW Dynamite #80,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
203,2021-04-08,AEW,AEW Dark Elevation,AEW Dark: Elevation #6,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
204,2021-04-08,AEW,AEW Dark,AEW Dark #85,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
205,2021-04-09,AEW,AEW The House Always Wins,AEW The House Always Wins,Non-Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,False
206,2021-04-21,AEW,AEW Dynamite,AEW Dynamite #81,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
207,2021-04-21,AEW,AEW Dark Elevation,AEW Dark: Elevation #7,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
208,2021-04-21,AEW,AEW Dark,AEW Dark #86,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
209,2021-04-22,AEW,AEW Dynamite,AEW Dynamite #82,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
210,2021-04-22,AEW,AEW Dark Elevation,AEW Dark: Elevation #8,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
211,2021-04-22,AEW,AEW Dark,AEW Dark #87,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
212,2021-04-22,AEW,AEW Dark Elevation,AEW Dark: Elevation #9,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
213,2021-04-22,AEW,AEW Dark,AEW Dark #88,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
214,2021-05-05,AEW,AEW Dynamite,AEW Dynamite #83 - Blood & Guts 2021,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,False
215,2021-05-12,AEW,AEW Dark,AEW Dark #89,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
216,2021-05-12,AEW,AEW Dynamite,AEW Dynamite #84,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
217,2021-05-12,AEW,AEW Dark Elevation,AEW Dark: Elevation #10,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
218,2021-05-13,AEW,AEW Dynamite,AEW Dynamite #85,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
219,2021-05-13,AEW,AEW Dark Elevation,AEW Dark: Elevation #11,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
220,2021-05-13,AEW,AEW Dark,AEW Dark #90,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
221,2021-05-28,AEW,AEW Dynamite,AEW Dynamite #86 - Friday Night Dynamite,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
222,2021-05-28,AEW,AEW Dark Elevation,AEW Dark: Elevation #12,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
223,2021-05-29,AEW,AEW Dark,AEW Dark #91,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,False
224,2021-05-30,AEW,AEW Double Or Nothing  The Buy In,AEW Double Or Nothing 2021 - The Buy In,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
225,2021-05-30,AEW,AEW Double Or Nothing,AEW Double Or Nothing 2021,PLE/PPV,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
226,2021-06-04,AEW,AEW Dynamite,AEW Dynamite #87 - Friday Night Dynamite,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
227,2021-06-04,AEW,AEW Dark Elevation,AEW Dark: Elevation #13,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
228,2021-06-04,AEW,AEW Dark,AEW Dark #92,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
229,2021-06-05,AEW,AEW Dynamite,AEW Dynamite #88 - Friday Night Dynamite,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
230,2021-06-05,AEW,AEW Dark Elevation,AEW Dark: Elevation #14,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
231,2021-06-05,AEW,AEW Dark,AEW Dark #93,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
232,2021-06-06,AEW,AEW Dynamite,AEW Dynamite #89 - Friday Night Dynamite,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
233,2021-06-06,AEW,AEW Dark Elevation,AEW Dark: Elevation #15,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
234,2021-06-06,AEW,AEW Dark,AEW Dark #94,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
235,2021-06-08,AEW,AEW/State Farm Superfan Salute,AEW/State Farm Superfan Salute #1,Non-Televised,"Los Angeles, California, USA",Los Angeles,California,USA,False
236,2021-06-26,AEW,AEW Dynamite,AEW Dynamite #90 - Saturday Night Dynamite,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
237,2021-06-26,AEW,AEW Dark Elevation,AEW Dark: Elevation #16,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
238,2021-06-29,AEW,AEW Dark,AEW Dark #95,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,False
239,2021-06-30,AEW,AEW Dynamite,AEW Dynamite #91 - Fan Appreciation Night,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
240,2021-06-30,AEW,AEW Dark Elevation,AEW Dark: Elevation #17,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
241,2021-07-01,AEW,AEW Dark,AEW Dark #97,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,False
242,2021-07-06,AEW,AEW Dark,AEW Dark #96,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,False
243,2021-07-07,AEW,AEW Dynamite,AEW Dynamite #92 - Road Rager 2021,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
244,2021-07-07,AEW,AEW Dark Elevation,AEW Dark: Elevation #18,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
245,2021-07-14,AEW,AEW Dynamite,AEW Dynamite #93 - Fyter Fest 2021,Televised,"Cedar Park, Texas, USA",Cedar Park,Texas,USA,True
246,2021-07-14,AEW,AEW Dark Elevation,AEW Dark: Elevation #19,Televised,"Cedar Park, Texas, USA",Cedar Park,Texas,USA,True
247,2021-07-14,AEW,AEW Dark,AEW Dark #98,Televised,"Cedar Park, Texas, USA",Cedar Park,Texas,USA,True
248,2021-07-21,AEW,AEW Dynamite,AEW Dynamite #94 - Fyter Fest 2021,Televised,"Garland, Texas, USA",Garland,Texas,USA,True
249,2021-07-21,AEW,AEW Dark Elevation,AEW Dark: Elevation #20,Televised,"Garland, Texas, USA",Garland,Texas,USA,True
250,2021-07-21,AEW,AEW Dark,AEW Dark #99,Televised,"Garland, Texas, USA",Garland,Texas,USA,True
251,2021-07-28,AEW,AEW Dynamite,AEW Dynamite #95 - Fight For The Fallen 2021,Televised,"Charlotte, North Carolina, USA",Charlotte,North Carolina,USA,True
252,2021-07-28,AEW,AEW Dark Elevation,AEW Dark: Elevation #21,Televised,"Charlotte, North Carolina, USA",Charlotte,North Carolina,USA,True
253,2021-07-28,AEW,AEW Dark,AEW Dark #100,Televised,"Charlotte, North Carolina, USA",Charlotte,North Carolina,USA,True
254,2021-08-04,AEW,AEW Dynamite,AEW Dynamite #96 - Homecoming 2021,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
255,2021-08-04,AEW,AEW Dark,AEW Dark #101,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
256,2021-08-04,AEW,AEW Dark Elevation,AEW Dark: Elevation #22,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
257,2021-08-04,AEW,AEW Dark,AEW Dark #102,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
258,2021-08-11,AEW,AEW Dynamite,AEW Dynamite #97,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA,True
259,2021-08-11,AEW,AEW Dark Elevation,AEW Dark: Elevation #23,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA,True
260,2021-08-13,AEW,AEW Rampage,AEW Rampage #1,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA,True
261,2021-08-13,AEW,AEW Dark,AEW Dark #103,Televised,"Pittsburgh, Pennsylvania, USA",Pittsburgh,Pennsylvania,USA,True
262,2021-08-18,AEW,AEW Dark Elevation,AEW Dark: Elevation #24,Televised,"Houston, Texas, USA",Houston,Texas,USA,True
263,2021-08-18,AEW,AEW Dynamite,AEW Dynamite #98,Televised,"Houston, Texas, USA",Houston,Texas,USA,True
264,2021-08-18,AEW,AEW Dark Elevation,AEW Dark: Elevation #25,Televised,"Houston, Texas, USA",Houston,Texas,USA,True
265,2021-08-20,AEW,AEW Rampage,AEW Rampage #2 - The First Dance,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA,True
266,2021-08-20,AEW,AEW Dark,AEW Dark #104,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA,True
267,2021-08-20,AEW,AEW Dark,AEW Dark #105,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA,True
268,2021-08-25,AEW,AEW Dynamite,AEW Dynamite #99,Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA,True
269,2021-08-25,AEW,AEW Rampage,AEW Rampage #3,Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA,True
270,2021-08-25,AEW,AEW Dark Elevation,AEW Dark: Elevation #26,Televised,"Milwaukee, Wisconsin, USA",Milwaukee,Wisconsin,USA,True
271,2021-09-01,AEW,AEW Dynamite,AEW Dynamite #100,Televised,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA,True
272,2021-09-01,AEW,AEW Dark Elevation,AEW Dark: Elevation #27,Televised,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA,True
273,2021-09-03,AEW,AEW Rampage,AEW Rampage #4,Televised,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA,True
274,2021-09-03,AEW,AEW Dark,AEW Dark #106,Televised,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA,True
275,2021-09-03,AEW,AEW Dark,AEW Dark #107,Televised,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA,True
276,2021-09-05,AEW,AEW All Out  The Buy In,AEW All Out 2021 - The Buy In,Televised,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA,True
277,2021-09-05,AEW,AEW All Out,AEW All Out 2021,PLE/PPV,"Hoffman Estates, Illinois, USA",Hoffman Estates,Illinois,USA,True
278,2021-09-08,AEW,AEW Dynamite,AEW Dynamite #101,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA,True
279,2021-09-08,AEW,AEW Rampage,AEW Rampage #5,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA,True
280,2021-09-08,AEW,AEW Dark Elevation,AEW Dark: Elevation #28,Televised,"Cincinnati, Ohio, USA",Cincinnati,Ohio,USA,True
281,2021-09-11,AEW,AEW Dark,AEW Dark #109,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
282,2021-09-11,AEW,AEW Dark,AEW Dark #112,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
283,2021-09-11,AEW,AEW Dark,AEW Dark #108,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
284,2021-09-11,AEW,AEW Dark,AEW Dark #110,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
285,2021-09-11,AEW,AEW Dark,AEW Dark #111,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
286,2021-09-15,AEW,AEW Dynamite,AEW Dynamite #102,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
287,2021-09-15,AEW,AEW Dark Elevation,AEW Dark: Elevation #29,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
288,2021-09-15,AEW,AEW Rampage,AEW Rampage #6,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
289,2021-09-22,AEW,AEW Dynamite,AEW Dynamite #103 - Grand Slam 2021,Televised,"New York City, New York, USA",New York City,New York,USA,True
290,2021-09-22,AEW,AEW Rampage,AEW Rampage #7 - Grand Slam 2021,Televised,"New York City, New York, USA",New York City,New York,USA,True
291,2021-09-22,AEW,AEW Dark Elevation,AEW Dark: Elevation #30,Televised,"New York City, New York, USA",New York City,New York,USA,True
292,2021-09-29,AEW,AEW Dynamite,AEW Dynamite #104,Televised,"Rochester, New York, USA",Rochester,New York,USA,True
293,2021-09-29,AEW,AEW Rampage,AEW Rampage #8,Televised,"Rochester, New York, USA",Rochester,New York,USA,True
294,2021-09-29,AEW,AEW Dark Elevation,AEW Dark: Elevation #31,Televised,"Rochester, New York, USA",Rochester,New York,USA,True
295,2021-10-06,AEW,AEW Dynamite,AEW Dynamite #105 - Anniversary 2021,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA,True
296,2021-10-06,AEW,AEW Rampage,AEW Rampage #9,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA,True
297,2021-10-06,AEW,AEW Dark Elevation,AEW Dark: Elevation #32,Televised,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,USA,True
298,2021-10-15,AEW,AEW Rampage,AEW Rampage #10,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
299,2021-10-15,AEW,AEW Rampage,AEW Rampage #10 - The Buy In,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
300,2021-10-15,AEW,AEW Dark Elevation,AEW Dark: Elevation #33,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
301,2021-10-16,AEW,AEW Dynamite,AEW Dynamite #106 - Saturday Night Dynamite,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
302,2021-10-16,AEW,AEW Rampage,AEW Rampage #11,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
303,2021-10-16,AEW,AEW Dark,AEW Dark #113,Televised,"Miami, Florida, USA",Miami,Florida,USA,True
304,2021-10-21,AEW,Jericho Cruise,Jericho Cruise Triple Whammy,Non-Televised,USA,USA,USA,USA,False
305,2021-10-22,AEW,Jericho Cruise,Jericho Cruise Triple Whammy,Non-Televised,USA,USA,USA,USA,False
306,2021-10-23,AEW,Jericho Cruise,Jericho Cruise Triple Whammy,Non-Televised,USA,USA,USA,USA,True
307,2021-10-23,AEW,AEW Dynamite,AEW Dynamite #107 - Saturday Night Dynamite,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
308,2021-10-23,AEW,AEW Dark Elevation,AEW Dark: Elevation #34,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
309,2021-10-24,AEW,AEW Dark,AEW Dark #115,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
310,2021-10-24,AEW,AEW Dark,AEW Dark #119,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
311,2021-10-24,AEW,AEW Dark,AEW Dark #114,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
312,2021-10-24,AEW,AEW Dark,AEW Dark #118,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
313,2021-10-25,AEW,Jericho Cruise,Jericho Cruise Triple Whammy,Non-Televised,USA,USA,USA,USA,False
314,2021-10-27,AEW,AEW Dynamite,AEW Dynamite #108,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
315,2021-10-27,AEW,AEW Rampage,AEW Rampage #12 - Halloween Special 2021,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
316,2021-10-27,AEW,AEW Dark Elevation,AEW Dark: Elevation #35,Televised,"Boston, Massachusetts, USA",Boston,Massachusetts,USA,True
317,2021-11-03,AEW,AEW Dynamite,AEW Dynamite #109,Televised,"Independence, Missouri, USA",Independence,Missouri,USA,True
318,2021-11-03,AEW,AEW Dark Elevation,AEW Dark: Elevation #36,Televised,"Independence, Missouri, USA",Independence,Missouri,USA,True
319,2021-11-05,AEW,AEW Rampage,AEW Rampage #13,Televised,"St. Louis, Missouri, USA",St. Louis,Missouri,USA,True
320,2021-11-05,AEW,AEW Dark,AEW Dark #116,Televised,"St. Louis, Missouri, USA",St. Louis,Missouri,USA,True
321,2021-11-10,AEW,AEW Dynamite,AEW Dynamite #110,Televised,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,True
322,2021-11-10,AEW,AEW Dark Elevation,AEW Dark: Elevation #37,Televised,"Indianapolis, Indiana, USA",Indianapolis,Indiana,USA,True
323,2021-11-12,AEW,AEW Rampage,AEW Rampage #14,Televised,"Minneapolis, Minnesota, USA",Minneapolis,Minnesota,USA,True
324,2021-11-12,AEW,AEW Dark,AEW Dark #117,Televised,"Minneapolis, Minnesota, USA",Minneapolis,Minnesota,USA,True
325,2021-11-13,AEW,AEW Full Gear  The Buy In,AEW Full Gear 2021 - The Buy In,Televised,"Minneapolis, Minnesota, USA",Minneapolis,Minnesota,USA,True
326,2021-11-13,AEW,AEW Full Gear,AEW Full Gear 2021,PLE/PPV,"Minneapolis, Minnesota, USA",Minneapolis,Minnesota,USA,True
327,2021-11-17,AEW,AEW/State Farm Superfan Salute,AEW/State Farm Superfan Salute #2,Non-Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA,True
328,2021-11-17,AEW,AEW Dynamite,AEW Dynamite #111,Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA,True
329,2021-11-17,AEW,AEW Rampage,AEW Rampage #15,Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA,True
330,2021-11-17,AEW,AEW Dark Elevation,AEW Dark: Elevation #38,Televised,"Norfolk, Virginia, USA",Norfolk,Virginia,USA,True
331,2021-11-24,AEW,AEW Dynamite,AEW Dynamite #112 - Thanksgiving Eve 2021,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA,True
332,2021-11-24,AEW,AEW Rampage,AEW Rampage #16 - Black Friday 2021,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA,True
333,2021-11-24,AEW,AEW Dark Elevation,AEW Dark: Elevation #39,Televised,"Chicago, Illinois, USA",Chicago,Illinois,USA,True
334,2021-12-01,AEW,AEW Dynamite,AEW Dynamite #113,Televised,"Duluth, Georgia, USA",Duluth,Georgia,USA,True
335,2021-12-01,AEW,AEW Rampage,AEW Rampage #17,Televised,"Duluth, Georgia, USA",Duluth,Georgia,USA,True
336,2021-12-01,AEW,AEW Dark Elevation,AEW Dark: Elevation #40,Televised,"Duluth, Georgia, USA",Duluth,Georgia,USA,True
337,2021-12-03,AEW,AEW Dark,AEW Dark #121,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
338,2021-12-03,AEW,AEW Dark,AEW Dark #123,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
339,2021-12-03,AEW,AEW Dark,AEW Dark #120,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
340,2021-12-03,AEW,AEW Dark,AEW Dark #122,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
341,2021-12-08,AEW,AEW Dynamite,AEW Dynamite #114,Televised,"Elmont, New York, USA",Elmont,New York,USA,True
342,2021-12-08,AEW,AEW Rampage,AEW Rampage #18,Televised,"Elmont, New York, USA",Elmont,New York,USA,True
343,2021-12-08,AEW,AEW Dark Elevation,AEW Dark: Elevation #41,Televised,"Elmont, New York, USA",Elmont,New York,USA,True
344,2021-12-15,AEW,AEW Dynamite,AEW Dynamite #115 - Winter Is Coming 2021,Televised,"Garland, Texas, USA",Garland,Texas,USA,True
345,2021-12-15,AEW,AEW Rampage,AEW Rampage #19,Televised,"Garland, Texas, USA",Garland,Texas,USA,True
346,2021-12-15,AEW,AEW Dark Elevation,AEW Dark: Elevation #42,Televised,"Garland, Texas, USA",Garland,Texas,USA,True
347,2021-12-22,AEW,AEW Dynamite,AEW Dynamite #116 - Holiday Bash 2021,Televised,"Greensboro, North Carolina, USA",Greensboro,North Carolina,USA,True
348,2021-12-22,AEW,AEW Rampage,AEW Rampage #20 - Holiday Bash 2021,Televised,"Greensboro, North Carolina, USA",Greensboro,North Carolina,USA,True
349,2021-12-22,AEW,AEW Dark Elevation,AEW Dark: Elevation #43,Televised,"Greensboro, North Carolina, USA",Greensboro,North Carolina,USA,True
350,2021-12-28,AEW,AEW Dark,AEW Dark #124,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
351,2021-12-28,AEW,AEW Dark,AEW Dark #136,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
352,2021-12-29,AEW,AEW Dynamite,AEW Dynamite #117 - New Year's Smash 2021,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
353,2021-12-29,AEW,AEW Rampage,AEW Rampage #21 - New Year's Smash 2021,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
354,2021-12-29,AEW,AEW Dark Elevation,AEW Dark: Elevation #44,Televised,"Jacksonville, Florida, USA",Jacksonville,Florida,USA,True
355,2022-01-05,AEW,AEW Dynamite,AEW Dynamite #118,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
356,2022-01-05,AEW,AEW Rampage,AEW Rampage #22,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
357,2022-01-05,AEW,AEW Dark Elevation,AEW Dark: Elevation #45,Televised,"Newark, New Jersey, USA",Newark,New Jersey,USA,True
358,2022-01-08,AEW,AEW Battle Of The Belts,AEW Battle Of The Belts,Televised,"Charlotte, North Carolina, USA",Charlotte,North Carolina,USA,True
359,2022-01-08,AEW,AEW Dark,AEW Dark #125,Televised,"Charlotte, North Carolina, USA",Charlotte,North Carolina,USA,True
360,2022-01-12,AEW,AEW Dynamite,AEW Dynamite #119,Televised,"Raleigh, North Carolina, USA",Raleigh,North Carolina,USA,True
361,2022-01-12,AEW,AEW Rampage,AEW Rampage #23,Televised,"Raleigh, North Carolina, USA",Raleigh,North Carolina,USA,True
362,2022-01-12,AEW,AEW Dark Elevation,AEW Dark: Elevation #46,Televised,"Raleigh, North Carolina, USA",Raleigh,North Carolina,USA,True
363,2022-01-15,AEW,AEW Dark,AEW Dark #126,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
364,2022-01-15,AEW,AEW Dark,AEW Dark #128,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
365,2022-01-15,AEW,AEW Dark,AEW Dark #137,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
366,2022-01-15,AEW,AEW Dark,AEW Dark #138,Televised,"Orlando, Florida, USA",Orlando,Florida,USA,True
367,2022-01-19,AEW,AEW Dynamite,AEW Dynamite #120,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA,True
368,2022-01-19,AEW,AEW Dark Elevation,AEW Dark: Elevation #47,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA,True
369,2022-01-21,AEW,AEW Rampage,AEW Rampage #24,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA,True
370,2022-01-21,AEW,AEW Dark,AEW Dark #127,Televised,"Washington, District Of Columbia, USA",Washington,District Of Columbia,USA,True
